Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_5	GO:0032268~regulation of cellular protein metabolic process	52	3.6061026352288486	0.004787872583025894	ENSG00000138798, ENSG00000128342, ENSG00000109686, ENSG00000175899, ENSG00000107779, ENSG00000089195, ENSG00000005007, ENSG00000127241, ENSG00000136770, ENSG00000176386, ENSG00000088305, ENSG00000130427, ENSG00000125207, ENSG00000088832, ENSG00000136937, ENSG00000204444, ENSG00000184571, ENSG00000118058, ENSG00000110169, ENSG00000129460, ENSG00000162891, ENSG00000141552, ENSG00000204209, ENSG00000179914, ENSG00000105325, ENSG00000170881, ENSG00000099985, ENSG00000113721, ENSG00000163932, ENSG00000163412, ENSG00000135930, ENSG00000170312, ENSG00000015133, ENSG00000143674, ENSG00000091436, ENSG00000100354, ENSG00000169554, ENSG00000080815, ENSG00000160200, ENSG00000136231, ENSG00000113575, ENSG00000118137, ENSG00000089041, ENSG00000110244, ENSG00000157873, ENSG00000125378, ENSG00000160948, ENSG00000185627, ENSG00000071051, ENSG00000130816, ENSG00000211448, ENSG00000198843	916	474	12292	1.4721500561973724	0.999808778507127	0.999808778507127	7.818910369929377
GOTERM_BP_5	GO:0044058~regulation of digestive system process	5	0.34674063800277394	0.0065871975771488785	ENSG00000143921, ENSG00000118137, ENSG00000110244, ENSG00000174697, ENSG00000180914	916	11	12292	6.099642715363239	0.9999924233258303	0.997247424084665	10.605678430560438
GOTERM_BP_5	GO:0030300~regulation of intestinal cholesterol absorption	4	0.27739251040221913	0.006930910640850985	ENSG00000143921, ENSG00000118137, ENSG00000110244, ENSG00000174697	916	6	12292	8.946142649199418	0.9999959133830373	0.984012226837607	11.128915251737848
GOTERM_BP_5	GO:0008406~gonad development	17	1.1789181692094313	0.00860636747140013	ENSG00000113361, ENSG00000137090, ENSG00000146857, ENSG00000104826, ENSG00000115884, ENSG00000171552, ENSG00000125378, ENSG00000221829, ENSG00000120498, ENSG00000095002, ENSG00000102384, ENSG00000118689, ENSG00000099219, ENSG00000128564, ENSG00000174697, ENSG00000145192, ENSG00000124733	916	112	12292	2.0368449781659392	0.9999997990502908	0.9788275144327513	13.638470073882992
GOTERM_BP_5	GO:0051246~regulation of protein metabolic process	57	3.952843273231623	0.008651881823137671	ENSG00000138798, ENSG00000128342, ENSG00000109686, ENSG00000175899, ENSG00000107779, ENSG00000089195, ENSG00000005007, ENSG00000127241, ENSG00000136770, ENSG00000176386, ENSG00000088305, ENSG00000125207, ENSG00000130427, ENSG00000088832, ENSG00000136937, ENSG00000204444, ENSG00000185359, ENSG00000184571, ENSG00000118058, ENSG00000110169, ENSG00000129460, ENSG00000162891, ENSG00000141552, ENSG00000204209, ENSG00000179914, ENSG00000069869, ENSG00000105325, ENSG00000170881, ENSG00000099985, ENSG00000113721, ENSG00000163932, ENSG00000163412, ENSG00000135930, ENSG00000170312, ENSG00000159202, ENSG00000015133, ENSG00000143674, ENSG00000091436, ENSG00000100354, ENSG00000198833, ENSG00000169554, ENSG00000080815, ENSG00000160200, ENSG00000136231, ENSG00000113575, ENSG00000118137, ENSG00000089041, ENSG00000110244, ENSG00000182247, ENSG00000157873, ENSG00000125378, ENSG00000160948, ENSG00000071051, ENSG00000185627, ENSG00000130816, ENSG00000211448, ENSG00000198843	916	546	12292	1.4009069533087002	0.9999998148529624	0.9549698541613838	13.705703379793356
GOTERM_BP_5	GO:0009126~purine nucleoside monophosphate metabolic process	6	0.4160887656033287	0.013670858400840607	ENSG00000093072, ENSG00000116748, ENSG00000133805, ENSG00000196839, ENSG00000106348, ENSG00000128059	916	20	12292	4.025764192139738	0.9999999999783725	0.9833082787389983	20.82490359972787
GOTERM_BP_5	GO:0010942~positive regulation of cell death	46	3.19001386962552	0.015049266204240654	ENSG00000204498, ENSG00000155876, ENSG00000011332, ENSG00000181026, ENSG00000120910, ENSG00000175467, ENSG00000156113, ENSG00000089486, ENSG00000171552, ENSG00000142949, ENSG00000164978, ENSG00000124802, ENSG00000133884, ENSG00000069482, ENSG00000162736, ENSG00000124212, ENSG00000132824, ENSG00000091436, ENSG00000181019, ENSG00000117289, ENSG00000118689, ENSG00000142856, ENSG00000196954, ENSG00000183765, ENSG00000108984, ENSG00000080815, ENSG00000131747, ENSG00000127084, ENSG00000113575, ENSG00000113302, ENSG00000136156, ENSG00000089041, ENSG00000175104, ENSG00000135587, ENSG00000125378, ENSG00000101109, ENSG00000104375, ENSG00000003400, ENSG00000100485, ENSG00000104312, ENSG00000204209, ENSG00000160570, ENSG00000039537, ENSG00000115904, ENSG00000124126, ENSG00000162604	916	435	12292	1.4190433167695626	0.9999999999982156	0.9790279759821305	22.681116609714913
GOTERM_BP_5	GO:0006144~purine base metabolic process	5	0.34674063800277394	0.01670036136538025	ENSG00000116748, ENSG00000133805, ENSG00000196839, ENSG00000188641, ENSG00000128059	916	14	12292	4.792576419213974	0.9999999999999105	0.9766142586842456	24.85063335167881
GOTERM_BP_5	GO:0031399~regulation of protein modification process	33	2.2884882108183078	0.020064743051791165	ENSG00000138798, ENSG00000105325, ENSG00000170881, ENSG00000099985, ENSG00000128342, ENSG00000113721, ENSG00000107779, ENSG00000163932, ENSG00000176386, ENSG00000170312, ENSG00000088305, ENSG00000015133, ENSG00000143674, ENSG00000091436, ENSG00000130427, ENSG00000088832, ENSG00000169554, ENSG00000160200, ENSG00000080815, ENSG00000118058, ENSG00000113575, ENSG00000110169, ENSG00000118137, ENSG00000089041, ENSG00000157873, ENSG00000125378, ENSG00000162891, ENSG00000141552, ENSG00000160948, ENSG00000185627, ENSG00000130816, ENSG00000204209, ENSG00000179914	916	295	12292	1.5011324106283768	0.9999999999999998	0.982006080648663	29.09532097156419
GOTERM_BP_5	GO:0030500~regulation of bone mineralization	7	0.48543689320388345	0.021228671084256696	ENSG00000125378, ENSG00000152595, ENSG00000107779, ENSG00000111341, ENSG00000089041, ENSG00000145192, ENSG00000138756	916	30	12292	3.1311499272197962	1.0	0.9782463039278846	30.510502718688315
