Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_5	GO:0000279~M phase	84	2.5067144136078783	8.881981693373045E-5	ENSG00000173465, ENSG00000137267, ENSG00000077935, ENSG00000112029, ENSG00000076242, ENSG00000169220, ENSG00000156256, ENSG00000171720, ENSG00000213397, ENSG00000176386, ENSG00000101367, ENSG00000111602, ENSG00000124882, ENSG00000125207, ENSG00000076053, ENSG00000171467, ENSG00000156509, ENSG00000152253, ENSG00000164754, ENSG00000136098, ENSG00000094880, ENSG00000184571, ENSG00000171772, ENSG00000101972, ENSG00000164611, ENSG00000163808, ENSG00000186871, ENSG00000126787, ENSG00000135698, ENSG00000117632, ENSG00000177302, ENSG00000141552, ENSG00000116584, ENSG00000007168, ENSG00000163939, ENSG00000134690, ENSG00000121152, ENSG00000146670, ENSG00000011426, ENSG00000187531, ENSG00000099377, ENSG00000100345, ENSG00000176248, ENSG00000105325, ENSG00000137100, ENSG00000110274, ENSG00000057468, ENSG00000186625, ENSG00000141027, ENSG00000153140, ENSG00000121274, ENSG00000072501, ENSG00000148773, ENSG00000084764, ENSG00000170312, ENSG00000089685, ENSG00000197275, ENSG00000120498, ENSG00000138162, ENSG00000183479, ENSG00000137804, ENSG00000178999, ENSG00000013810, ENSG00000100918, ENSG00000127564, ENSG00000075388, ENSG00000146857, ENSG00000100029, ENSG00000150457, ENSG00000085999, ENSG00000005156, ENSG00000117399, ENSG00000145919, ENSG00000112130, ENSG00000158402, ENSG00000185627, ENSG00000133739, ENSG00000166197, ENSG00000117697, ENSG00000105127, ENSG00000168061, ENSG00000147400, ENSG00000141200, ENSG00000198901, ENSG00000104147	2095	329	12292	1.498034834712842	0.1955674975229219	0.1955674975229219	0.15621214753366308
GOTERM_BP_5	GO:0000087~M phase of mitotic cell cycle	57	1.7009847806624887	0.0014660495684352347	ENSG00000173465, ENSG00000137267, ENSG00000112029, ENSG00000169220, ENSG00000156256, ENSG00000213397, ENSG00000176386, ENSG00000111602, ENSG00000101367, ENSG00000152253, ENSG00000164754, ENSG00000136098, ENSG00000094880, ENSG00000101972, ENSG00000164611, ENSG00000163808, ENSG00000186871, ENSG00000126787, ENSG00000135698, ENSG00000141552, ENSG00000116584, ENSG00000007168, ENSG00000163939, ENSG00000134690, ENSG00000121152, ENSG00000146670, ENSG00000011426, ENSG00000187531, ENSG00000176248, ENSG00000105325, ENSG00000137100, ENSG00000110274, ENSG00000186625, ENSG00000153140, ENSG00000072501, ENSG00000121274, ENSG00000170312, ENSG00000084764, ENSG00000089685, ENSG00000183479, ENSG00000137804, ENSG00000178999, ENSG00000127564, ENSG00000075388, ENSG00000100029, ENSG00000150457, ENSG00000117399, ENSG00000145919, ENSG00000112130, ENSG00000158402, ENSG00000133739, ENSG00000166197, ENSG00000117697, ENSG00000105127, ENSG00000168061, ENSG00000147400, ENSG00000141200, ENSG00000104147	2095	224	12292	1.493019093078759	0.9725243992318614	0.8342423432593878	2.5491602008709258
GOTERM_BP_5	GO:0046676~negative regulation of insulin secretion	8	0.23873470605789318	0.001469753192234242	ENSG00000141959, ENSG00000123612, ENSG00000179295, ENSG00000198643, ENSG00000053918, ENSG00000187486, ENSG00000089163, ENSG00000110801	2095	12	12292	3.911535401750199	0.972772944985506	0.6991614018423358	2.5555217270584185
GOTERM_BP_5	GO:0002792~negative regulation of peptide secretion	8	0.23873470605789318	0.001469753192234242	ENSG00000141959, ENSG00000123612, ENSG00000179295, ENSG00000198643, ENSG00000053918, ENSG00000187486, ENSG00000089163, ENSG00000110801	2095	12	12292	3.911535401750199	0.972772944985506	0.6991614018423358	2.5555217270584185
GOTERM_BP_5	GO:0007067~mitosis	55	1.6413011041480154	0.0027057459084412205	ENSG00000173465, ENSG00000137267, ENSG00000112029, ENSG00000169220, ENSG00000156256, ENSG00000213397, ENSG00000176386, ENSG00000111602, ENSG00000101367, ENSG00000152253, ENSG00000164754, ENSG00000136098, ENSG00000094880, ENSG00000101972, ENSG00000164611, ENSG00000163808, ENSG00000186871, ENSG00000126787, ENSG00000141552, ENSG00000116584, ENSG00000007168, ENSG00000163939, ENSG00000134690, ENSG00000121152, ENSG00000146670, ENSG00000011426, ENSG00000176248, ENSG00000105325, ENSG00000137100, ENSG00000110274, ENSG00000186625, ENSG00000153140, ENSG00000072501, ENSG00000121274, ENSG00000170312, ENSG00000084764, ENSG00000089685, ENSG00000183479, ENSG00000137804, ENSG00000178999, ENSG00000127564, ENSG00000075388, ENSG00000100029, ENSG00000150457, ENSG00000145919, ENSG00000117399, ENSG00000112130, ENSG00000158402, ENSG00000133739, ENSG00000166197, ENSG00000117697, ENSG00000105127, ENSG00000168061, ENSG00000147400, ENSG00000141200, ENSG00000104147	2095	220	12292	1.4668257756563245	0.9986904372622981	0.8097688745529114	4.656786574159144
GOTERM_BP_5	GO:0046888~negative regulation of hormone secretion	11	0.3282602208296031	0.007628704929031437	ENSG00000141959, ENSG00000123612, ENSG00000099985, ENSG00000128342, ENSG00000179295, ENSG00000198643, ENSG00000053918, ENSG00000187486, ENSG00000089163, ENSG00000164128, ENSG00000110801	2095	26	12292	2.4823205434183957	0.9999999928915615	0.9765385503816657	12.609518017101419
GOTERM_BP_5	GO:0030300~regulation of intestinal cholesterol absorption	5	0.1492091912861832	0.009416256590100014	ENSG00000143921, ENSG00000118137, ENSG00000138075, ENSG00000110244, ENSG00000174697	2095	6	12292	4.889419252187749	0.9999999999142111	0.9789990689745743	15.339078394070803
GOTERM_BP_5	GO:0019724~B cell mediated immunity	18	0.5371530886302597	0.009840025674406762	ENSG00000173369, ENSG00000123843, ENSG00000076242, ENSG00000122224, ENSG00000019582, ENSG00000123838, ENSG00000101916, ENSG00000163932, ENSG00000117335, ENSG00000204257, ENSG00000159189, ENSG00000095002, ENSG00000039537, ENSG00000152422, ENSG00000102245, ENSG00000149131, ENSG00000196352, ENSG00000205403	2095	56	12292	1.8859188544152747	0.9999999999699289	0.9686037097506714	15.974269966597078
GOTERM_BP_5	GO:0006464~protein modification process	280	8.355714712026261	0.01158180242699087	ENSG00000197323, ENSG00000120265, ENSG00000171720, ENSG00000163788, ENSG00000101336, ENSG00000183495, ENSG00000159692, ENSG00000188906, ENSG00000115694, ENSG00000134318, ENSG00000117266, ENSG00000124217, ENSG00000034152, ENSG00000136098, ENSG00000140650, ENSG00000081721, ENSG00000156194, ENSG00000139625, ENSG00000205111, ENSG00000196090, ENSG00000128708, ENSG00000065243, ENSG00000087303, ENSG00000175104, ENSG00000213886, ENSG00000111328, ENSG00000129559, ENSG00000186298, ENSG00000156983, ENSG00000070190, ENSG00000187531, ENSG00000089163, ENSG00000069869, ENSG00000173482, ENSG00000165060, ENSG00000087053, ENSG00000117643, ENSG00000142192, ENSG00000164951, ENSG00000183943, ENSG00000157350, ENSG00000063761, ENSG00000136573, ENSG00000108523, ENSG00000116141, ENSG00000141736, ENSG00000154237, ENSG00000183765, ENSG00000168067, ENSG00000136279, ENSG00000100564, ENSG00000127564, ENSG00000128829, ENSG00000065361, ENSG00000113575, ENSG00000169302, ENSG00000111530, ENSG00000126562, ENSG00000116237, ENSG00000070495, ENSG00000089041, ENSG00000107140, ENSG00000124713, ENSG00000151239, ENSG00000108389, ENSG00000158402, ENSG00000100462, ENSG00000127952, ENSG00000115661, ENSG00000104312, ENSG00000184343, ENSG00000137815, ENSG00000157540, ENSG00000071054, ENSG00000136273, ENSG00000161013, ENSG00000171094, ENSG00000167880, ENSG00000165752, ENSG00000197993, ENSG00000107779, ENSG00000100034, ENSG00000148634, ENSG00000146648, ENSG00000102030, ENSG00000106397, ENSG00000106927, ENSG00000131508, ENSG00000152348, ENSG00000175354, ENSG00000120533, ENSG00000044446, ENSG00000214160, ENSG00000129204, ENSG00000050748, ENSG00000164574, ENSG00000160447, ENSG00000072518, ENSG00000131653, ENSG00000067900, ENSG00000136732, ENSG00000180245, ENSG00000019582, ENSG00000152495, ENSG00000105514, ENSG00000141552, ENSG00000140557, ENSG00000136840, ENSG00000163659, ENSG00000078967, ENSG00000071575, ENSG00000166948, ENSG00000162526, ENSG00000165059, ENSG00000198055, ENSG00000100304, ENSG00000110514, ENSG00000179913, ENSG00000113721, ENSG00000072401, ENSG00000175582, ENSG00000087152, ENSG00000116106, ENSG00000163932, ENSG00000143674, ENSG00000109270, ENSG00000140443, ENSG00000198833, ENSG00000185238, ENSG00000023572, ENSG00000080815, ENSG00000188130, ENSG00000077152, ENSG00000115993, ENSG00000147912, ENSG00000122557, ENSG00000060237, ENSG00000085998, ENSG00000144278, ENSG00000222014, ENSG00000160408, ENSG00000048052, ENSG00000141570, ENSG00000172318, ENSG00000112079, ENSG00000105971, ENSG00000169071, ENSG00000188647, ENSG00000064225, ENSG00000147099, ENSG00000177453, ENSG00000152894, ENSG00000143727, ENSG00000156256, ENSG00000176444, ENSG00000174891, ENSG00000073711, ENSG00000138756, ENSG00000142230, ENSG00000076984, ENSG00000158079, ENSG00000109586, ENSG00000130829, ENSG00000111266, ENSG00000115977, ENSG00000104774, ENSG00000112062, ENSG00000135845, ENSG00000111880, ENSG00000173020, ENSG00000128268, ENSG00000112655, ENSG00000145348, ENSG00000161395, ENSG00000102178, ENSG00000138769, ENSG00000104375, ENSG00000124493, ENSG00000058729, ENSG00000112115, ENSG00000142149, ENSG00000204209, ENSG00000101049, ENSG00000130939, ENSG00000168522, ENSG00000196411, ENSG00000105229, ENSG00000099985, ENSG00000097046, ENSG00000120742, ENSG00000174292, ENSG00000198873, ENSG00000122257, ENSG00000142949, ENSG00000170312, ENSG00000159202, ENSG00000084112, ENSG00000135341, ENSG00000109332, ENSG00000186716, ENSG00000119402, ENSG00000118046, ENSG00000178999, ENSG00000138411, ENSG00000111679, ENSG00000138081, ENSG00000186908, ENSG00000163635, ENSG00000182247, ENSG00000164776, ENSG00000096717, ENSG00000112130, ENSG00000182580, ENSG00000204227, ENSG00000082074, ENSG00000134371, ENSG00000072786, ENSG00000183421, ENSG00000103549, ENSG00000163629, ENSG00000132670, ENSG00000138685, ENSG00000062524, ENSG00000198363, ENSG00000101890, ENSG00000085231, ENSG00000144057, ENSG00000138798, ENSG00000066468, ENSG00000198890, ENSG00000116030, ENSG00000132323, ENSG00000123612, ENSG00000182492, ENSG00000082146, ENSG00000119760, ENSG00000133424, ENSG00000179295, ENSG00000101638, ENSG00000106336, ENSG00000089022, ENSG00000071073, ENSG00000214517, ENSG00000010810, ENSG00000213639, ENSG00000101109, ENSG00000100503, ENSG00000153531, ENSG00000162999, ENSG00000183735, ENSG00000112983, ENSG00000132510, ENSG00000160602, ENSG00000172680, ENSG00000104365, ENSG00000132155, ENSG00000004487, ENSG00000114956, ENSG00000087206, ENSG00000127324, ENSG00000140992, ENSG00000127329, ENSG00000091436, ENSG00000196396, ENSG00000106462, ENSG00000101349, ENSG00000162889, ENSG00000108984, ENSG00000111962, ENSG00000132334, ENSG00000181409, ENSG00000150457, ENSG00000081154, ENSG00000137393, ENSG00000167601, ENSG00000130725, ENSG00000138646, ENSG00000068078, ENSG00000101126, ENSG00000172531, ENSG00000100393	2095	1453	12292	1.1306571704990251	0.9999999999995974	0.9717772497637082	18.538134973441235
GOTERM_BP_5	GO:0031345~negative regulation of cell projection organization	11	0.3282602208296031	0.013626753355089024	ENSG00000080815, ENSG00000115297, ENSG00000105695, ENSG00000040608, ENSG00000076928, ENSG00000128245, ENSG00000001617, ENSG00000118785, ENSG00000142949, ENSG00000127870, ENSG00000067560	2095	28	12292	2.3050119331742245	0.9999999999999974	0.9761270989798457	21.45408381781294
